gene_a,gene_b,uniprot_a,uniprot_b,cluster,score,bench_fdr,high_conf,high_conf_novel,conf_pvalue,certified@0.05,certified@0.1,certified@0.2,audit_verdict_q0.10,source
LRRC20,WDHD1,Q8TCA0,O75717,C5311,0.248,0.898138006571741,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
CDC34,KIF20A,P49427,O95235,C5316,0.248,0.892580287929125,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
FBXL19,KDM2A,Q6PCT2,Q9Y2K7,C5286,0.248,0.899891186071817,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
PPP6R2,USP10,O75170,Q14694,C5290,0.248,0.898138006571741,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
ALDH1L1,LAT2,O75891,Q9GZY6,C5341,0.248,0.899891186071817,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
EPRS1,PPP6R2,P07814,O75170,C5290,0.248,0.899891186071817,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
PITPNM1,SNX25,O00562,Q9H3E2,C5282,0.248,0.898138006571741,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
ARMCX1,SRR,Q9P291,Q9GZT4,C5355,0.248,0.898138006571741,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
CSTF1,ENTREP3,Q05048,P81408,C5299,0.248,0.898138006571741,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
PITPNM1,RMDN2,O00562,Q96LZ7,C5282,0.248,0.892580287929125,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
GNB4,RAD51C,Q9HAV0,O43502,C5312,0.248,0.899891186071817,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
MPP7,N4BP2L2,Q5T2T1,Q92802,C5305,0.248,0.898138006571741,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
DMBT1,UBXN2A,Q9UGM3,P68543,C5338,0.248,0.899891186071817,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
DGKA,STN1,P23743,Q9H668,C5344,0.248,0.899891186071817,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
ARHGEF40,MRTFA,Q8TER5,Q969V6,C5385,0.248,0.898138006571741,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
CERKL,RELB,Q49MI3,Q01201,C5368,0.248,0.898138006571741,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
DTWD2,PLXDC2,Q8NBA8,Q6UX71,C5372,0.248,0.898138006571741,False,False,0.45414364640883975,False,False,False,not_supported,cm4ai_schaffer2025_table5
APBA2,TJAP1,Q99767,Q5JTD0,C5329,0.246,0.902255639097744,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
KMT2E,N4BP2L2,Q8IZD2,Q92802,C5305,0.246,0.904357066950053,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
C9orf78,KMT2E,Q9NZ63,Q8IZD2,C5305,0.246,0.904357066950053,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
INTS10,PIH1D1,Q9NVR2,Q9NWS0,C5346,0.246,0.904357066950053,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
GID4,MAEA,Q8IVV7,Q7L5Y9,C5304,0.246,0.904357066950053,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
CGGBP1,SPIN4,Q9UFW8,Q56A73,C5330,0.246,0.902255639097744,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
PPP6R2,TARS3,O75170,A2RTX5,C5290,0.246,0.898047722342733,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
ECSIT,NAA35,Q9BQ95,Q5VZE5,C5283,0.246,0.904357066950053,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
KMT2E,TBKBP1,Q8IZD2,A7MCY6,C5305,0.246,0.904357066950053,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
GOPC,WWC1,Q9HD26,Q8IX03,C5327,0.246,0.902255639097744,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
ENTREP3,ITCH,P81408,Q96J02,C5299,0.246,0.904357066950053,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
GOSR2,STX8,O14653,Q9UNK0,C5292,0.246,0.902255639097744,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
ARL13B,KIF2C,Q3SXY8,Q99661,C5300,0.246,0.898047722342733,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
INHA,SLC7A11,P05111,Q9UPY5,C5363,0.246,0.902255639097744,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
MRI1,PUM1,Q9BV20,Q14671,C5402,0.246,0.904357066950053,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
SCRN1,TNIP2,Q12765,Q8NFZ5,C5405,0.246,0.902255639097744,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
CAMLG,PCDH1,P49069,Q08174,C5371,0.246,0.902255639097744,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
NEU3,SSBP2,Q9UQ49,P81877,C5311,0.246,0.902255639097744,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
DDI2,RAD23B,Q5TDH0,P54727,C5293,0.246,0.902255639097744,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
MRPL15,RHOT2,Q9P015,Q8IXI1,C5319,0.246,0.904357066950053,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
PLXDC2,TDRD3,Q6UX71,Q9H7E2,C5372,0.246,0.904357066950053,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
STX12,VAMP4,Q86Y82,O75379,C5292,0.246,0.898047722342733,False,False,0.4707182320441989,False,False,False,not_supported,cm4ai_schaffer2025_table5
RANGRF,TERF1,Q9HD47,P54274,C5317,0.244,0.903157894736842,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
MRPL39,MRPL48,Q9NYK5,Q96GC5,C5319,0.244,0.901132852729145,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
SLC43A3,IFT70A,Q8NBI5,Q86WT1,C5300,0.244,0.901452282157676,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
POGK,TCEAL1,Q9P215,Q15170,C5326,0.244,0.901452282157676,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
ANKRD13D,MPLKIP,Q6ZTN6,Q8TAP9,C5299,0.244,0.901452282157676,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
HAUS1,METTL13,Q96CS2,Q8N6R0,C5307,0.244,0.901452282157676,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
MRPS10,STAT5A,P82664,P42229,C5377,0.244,0.901132852729145,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
CDK5RAP3,MAOA,Q96JB5,P21397,C5358,0.244,0.901452282157676,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
DCAF5,WDR70,Q96JK2,Q9NW82,C5342,0.244,0.901452282157676,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
CENPI,CENPQ,Q92674,Q7L2Z9,C5291,0.244,0.901132852729145,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
NELFA,NELFB,Q9H3P2,Q8WX92,C5310,0.244,0.901452282157676,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
POLB,SDF4,P06746,Q9BRK5,C5407,0.244,0.903157894736842,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
BCL2L12,FTSJ1,Q9HB09,Q9UET6,C5325,0.244,0.903157894736842,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
ACOT8,PLEKHO1,O14734,Q53GL0,C5318,0.244,0.903157894736842,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
PITPNM3,SNX25,Q9BZ71,Q9H3E2,C5282,0.244,0.901452282157676,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
GFER,PDK2,P55789,Q15119,C5302,0.244,0.901132852729145,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
RNF25,SCAI,Q96BH1,Q8N9R8,C5380,0.244,0.901452282157676,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
ATL3,TTF2,Q6DD88,Q9UNY4,C5357,0.244,0.903157894736842,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
DDI2,MPG,Q5TDH0,P29372,C5293,0.244,0.903157894736842,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
ITCH,SMURF1,Q96J02,Q9HCE7,C5299,0.244,0.901452282157676,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
MRPL39,RHOT2,Q9NYK5,Q8IXI1,C5319,0.244,0.901452282157676,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
INF2,TTF2,Q27J81,Q9UNY4,C5357,0.244,0.901452282157676,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
ADAM15,N4BP2L2,Q13444,Q92802,C5305,0.244,0.903157894736842,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
ALDH1L1,MSI1,O75891,O43347,C5341,0.244,0.901132852729145,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
CDA,RAN,P32320,P62826,C5334,0.244,0.901132852729145,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
MRPS18B,MRPS27,Q9Y676,Q92552,C5375,0.244,0.901132852729145,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
AP2A2,PICK1,O94973,Q9NRD5,C5308,0.244,0.903157894736842,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
DNAJC2,SCRN1,Q99543,Q12765,C5405,0.244,0.903157894736842,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
EPRS1,QARS1,P07814,P47897,C5290,0.244,0.901452282157676,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
STX6,STX7,O43752,O15400,C5292,0.244,0.901452282157676,False,False,0.4839779005524862,False,False,False,not_supported,cm4ai_schaffer2025_table5
POGK,RNF220,Q9P215,Q5VTB9,C5326,0.242,0.915650406504065,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
EPRS1,USP10,P07814,Q14694,C5290,0.242,0.920282542885973,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
ANKRD13D,ENTREP3,Q6ZTN6,P81408,C5299,0.242,0.907975460122699,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
OSBP2,RMDN2,Q969R2,Q96LZ7,C5282,0.242,0.907975460122699,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
ITPKC,N4BP2L2,Q96DU7,Q92802,C5305,0.242,0.915650406504065,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
CUL1,LZTR1,Q13616,Q8N653,C5286,0.242,0.920282542885973,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
MRPL46,RHOT2,Q9H2W6,Q8IXI1,C5319,0.242,0.920282542885973,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
MAP4K2,DPYSL3,Q12851,Q14195,C5393,0.242,0.907975460122699,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
AKAP11,RMDN2,Q9UKA4,Q96LZ7,C5282,0.242,0.915650406504065,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
CDK7,GNB2,P50613,P62879,C5312,0.242,0.915650406504065,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
ATL2,TTF2,Q8NHH9,Q9UNY4,C5357,0.242,0.907975460122699,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
DDX1,SYN2,Q92499,Q92777,C5389,0.242,0.907975460122699,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
EPRS1,PPP6R3,P07814,Q5H9R7,C5290,0.242,0.920282542885973,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
HBQ1,NSDHL,P09105,Q15738,C5421,0.242,0.915650406504065,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
LRRN2,TMCC3,O75325,Q9ULS5,C5392,0.242,0.920282542885973,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
POLR3F,RECQL5,Q9H1D9,O94762,C5287,0.242,0.907975460122699,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
STK24,STRN3,Q9Y6E0,Q13033,C5349,0.242,0.920282542885973,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
NELFCD,NELFE,Q8IXH7,P18615,C5310,0.242,0.920282542885973,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
PMS2,PUM1,P54278,Q14671,C5402,0.242,0.915650406504065,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
QARS1,TARS3,P47897,A2RTX5,C5290,0.242,0.907975460122699,False,False,0.5049723756906077,False,False,False,not_supported,cm4ai_schaffer2025_table5
AIP,YPEL5,O00170,P62699,C5304,0.24,0.933004926108374,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
DIXDC1,SNTB2,Q155Q3,Q13425,C5307,0.24,0.921921921921921,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
GPN3,POLR2E,Q9UHW5,P19388,C5287,0.24,0.926587301587301,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
APP,TJAP1,P05067-4,Q5JTD0,C5329,0.24,0.921921921921921,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
PDK2,ZNF223,Q15119,Q9UK11,C5302,0.24,0.933004926108374,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
PRMT5,TUT1,O14744,Q9H6E5,C5284,0.24,0.933004926108374,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
GNAS,RAD51C,P63092,O43502,C5312,0.24,0.933004926108374,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
BABAM1,RAVER1,Q9NWV8,Q8IY67,C5348,0.24,0.921921921921921,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
CSTF1,WRNIP1,Q05048,Q96S55,C5299,0.24,0.921921921921921,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
ACTR6,INTS10,Q9GZN1,Q9NVR2,C5346,0.24,0.926587301587301,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
CENPH,DHRS12,Q9H3R5,A0PJE2,C5291,0.24,0.933004926108374,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
FBXW2,LZTR1,Q9UKT8,Q8N653,C5286,0.24,0.926587301587301,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
FBXW11,RASSF3,Q9UKB1,Q86WH2,C5321,0.24,0.926587301587301,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
MAPK11,SRP14,Q15759,P37108,C5301,0.24,0.926587301587301,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
PPP6R3,TARS3,Q5H9R7,A2RTX5,C5290,0.24,0.921921921921921,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
CDK5RAP3,PLIN2,Q96JB5,Q99541,C5358,0.24,0.921921921921921,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
MAP4K2,DPYSL2,Q12851,Q16555,C5393,0.24,0.921921921921921,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
CUL1,FBXO11,Q13616,Q86XK2,C5286,0.24,0.933004926108374,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
CHMP1B,NUP37,Q7LBR1,Q8NFH4,C5391,0.24,0.926587301587301,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
ARHGEF12,LSG1,Q9NZN5,Q9H089,C5282,0.24,0.926587301587301,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
GPC4,GTF2I,O75487,P78347,C5289,0.24,0.921921921921921,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
ADAM15,TBKBP1,Q13444,A7MCY6,C5305,0.24,0.933004926108374,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
RRAS2,SYTL4,P62070,Q96C24,C5294,0.24,0.926587301587301,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
FKBP15,SMAD2,Q5T1M5,Q15796,C5313,0.24,0.926587301587301,False,False,0.5259668508287293,False,False,False,not_supported,cm4ai_schaffer2025_table5
DDAH2,IVD,O95865,P26440,C5318,0.238,0.954324586977648,False,False,0.5447513812154696,False,False,False,not_supported,cm4ai_schaffer2025_table5
EIF3G,EIF3M,O75821,Q7L2H7,C5314,0.238,0.948292682926829,False,False,0.5447513812154696,False,False,False,not_supported,cm4ai_schaffer2025_table5
ACOT8,UBE2H,O14734,P62256,C5318,0.238,0.954324586977648,False,False,0.5447513812154696,False,False,False,not_supported,cm4ai_schaffer2025_table5
FAM120A,RO60,Q9NZB2,P10155,C5377,0.238,0.954324586977648,False,False,0.5447513812154696,False,False,False,not_supported,cm4ai_schaffer2025_table5
AKAP7,PRKX,O43687,P51817,C5413,0.238,0.948292682926829,False,False,0.5447513812154696,False,False,False,not_supported,cm4ai_schaffer2025_table5
NXPE3,PVR,Q969Y0,P15151,C5399,0.238,0.948292682926829,False,False,0.5447513812154696,False,False,False,not_supported,cm4ai_schaffer2025_table5
MPG,RAD23A,P29372,P54725,C5293,0.238,0.940078585461689,False,False,0.5447513812154696,False,False,False,not_supported,cm4ai_schaffer2025_table5
E2F6,NUP88,O75461,Q99567,C5298,0.238,0.948292682926829,False,False,0.5447513812154696,False,False,False,not_supported,cm4ai_schaffer2025_table5
EXOSC5,MPHOSPH6,Q9NQT4,Q99547,C5410,0.238,0.948292682926829,False,False,0.5447513812154696,False,False,False,not_supported,cm4ai_schaffer2025_table5
FBXL17,LZTR1,Q9UF56,Q8N653,C5286,0.238,0.940078585461689,False,False,0.5447513812154696,False,False,False,not_supported,cm4ai_schaffer2025_table5
PPP6R2,QARS1,O75170,P47897,C5290,0.238,0.940078585461689,False,False,0.5447513812154696,False,False,False,not_supported,cm4ai_schaffer2025_table5
NAA35,SLC39A6,Q5VZE5,Q13433,C5283,0.238,0.948292682926829,False,False,0.5447513812154696,False,False,False,not_supported,cm4ai_schaffer2025_table5
RGS3,SEPTIN4,P49796,O43236,C5309,0.238,0.948292682926829,False,False,0.5447513812154696,False,False,False,not_supported,cm4ai_schaffer2025_table5
EIF3G,EIF3H,O75821,O15372,C5314,0.238,0.954324586977648,False,False,0.5447513812154696,False,False,False,not_supported,cm4ai_schaffer2025_table5
CSRNP1,PPP1R10,Q96S65,Q96QC0,C5288,0.236,0.960309777347531,False,False,0.5613259668508287,False,False,False,not_supported,cm4ai_schaffer2025_table5
CRYGS,LYRM2,P22914,Q9NU23,C5360,0.236,0.968208092485549,False,False,0.5613259668508287,False,False,False,not_supported,cm4ai_schaffer2025_table5
CUL1,FBXL19,Q13616,Q6PCT2,C5286,0.236,0.968208092485549,False,False,0.5613259668508287,False,False,False,not_supported,cm4ai_schaffer2025_table5
CBLB,GIT2,Q13191,Q14161,C5365,0.236,0.968208092485549,False,False,0.5613259668508287,False,False,False,not_supported,cm4ai_schaffer2025_table5
MRPS10,RO60,P82664,P10155,C5377,0.236,0.968208092485549,False,False,0.5613259668508287,False,False,False,not_supported,cm4ai_schaffer2025_table5
BCAS3,BLMH,Q9H6U6,Q13867,C5395,0.236,0.970220941402497,False,False,0.5613259668508287,False,False,False,not_supported,cm4ai_schaffer2025_table5
CENPI,DHRS12,Q92674,A0PJE2,C5291,0.236,0.970220941402497,False,False,0.5613259668508287,False,False,False,not_supported,cm4ai_schaffer2025_table5
COIL,PCP4,P38432,P48539,C5285,0.236,0.960309777347531,False,False,0.5613259668508287,False,False,False,not_supported,cm4ai_schaffer2025_table5
KCTD10,TUT1,Q9H3F6,Q9H6E5,C5284,0.236,0.960309777347531,False,False,0.5613259668508287,False,False,False,not_supported,cm4ai_schaffer2025_table5
INTS12,NAA35,Q96CB8,Q5VZE5,C5283,0.236,0.970220941402497,False,False,0.5613259668508287,False,False,False,not_supported,cm4ai_schaffer2025_table5
KIAA0232,TM2D3,Q92628,Q9BRN9,C5302,0.236,0.960309777347531,False,False,0.5613259668508287,False,False,False,not_supported,cm4ai_schaffer2025_table5
BORCS8,GOLGA3,Q96FH0,Q08378,C5306,0.236,0.968208092485549,False,False,0.5613259668508287,False,False,False,not_supported,cm4ai_schaffer2025_table5
COA7,GFER,Q96BR5,P55789,C5302,0.234,0.976325757575757,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
LSG1,SNX25,Q9H089,Q9H3E2,C5282,0.234,0.966698382492864,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
AP2A1,DNM3,O95782,Q9UQ16,C5308,0.234,0.966698382492864,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
ACBD6,RPS6KA6,Q9BR61,Q9UK32,C5297,0.234,0.966698382492864,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
ANKRD13D,ITCH,Q6ZTN6,Q96J02,C5299,0.234,0.966698382492864,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
BMPR1A,IFNLR1,P36894,Q8IU57,C5333,0.234,0.966698382492864,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
FBXO46,KDM2A,Q6PJ61,Q9Y2K7,C5286,0.234,0.966698382492864,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
ENTREP3,SMURF1,P81408,Q9HCE7,C5299,0.234,0.966698382492864,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
STIP1,UBAP2,P31948,Q5T6F2,C5281,0.234,0.976325757575757,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
FLOT2,SEPTIN6,Q14254,Q14141,C5309,0.234,0.966698382492864,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
EIF3CL,EIF3I,B5ME19,Q13347,C5340,0.234,0.976325757575757,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
CPEB4,ZNF576,Q17RY0,Q9H609,C5386,0.234,0.966698382492864,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
CUL1,KDM2A,Q13616,Q9Y2K7,C5286,0.234,0.966698382492864,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
STX6,STX8,O43752,Q9UNK0,C5292,0.234,0.976325757575757,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
SLC39A6,UQCC3,Q13433,Q6UW78,C5283,0.234,0.976325757575757,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
CLP1,POT1,Q92989,Q9NUX5,C5317,0.233999999999999,0.973634651600753,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
POLR1D,RECQL5,P0DPB5,O94762,C5287,0.233999999999999,0.973634651600753,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
LAMTOR5,NUDT3,O43504,O95989,C5409,0.233999999999999,0.973634651600753,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
NELFB,TRIM28,Q8WX92,Q13263,C5310,0.233999999999999,0.973634651600753,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
PRAME,IFT81,P78395,Q8WYA0,C5300,0.233999999999999,0.973634651600753,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
ARPC3,ARPC5,O15145,O15511,C5404,0.233999999999999,0.973634651600753,False,False,0.5723756906077349,False,False,False,not_supported,cm4ai_schaffer2025_table5
NARS2,TRMT61B,Q96I59,Q9BVS5,C5353,0.232,0.986111111111111,False,False,0.5900552486187846,False,False,False,not_supported,cm4ai_schaffer2025_table5
ACBD6,GPATCH2L,Q9BR61,Q9NWQ4,C5297,0.232,0.9812734082397,False,False,0.5900552486187846,False,False,False,not_supported,cm4ai_schaffer2025_table5
AKAP7,PRKAR2B,O43687,P31323,C5413,0.232,0.9812734082397,False,False,0.5900552486187846,False,False,False,not_supported,cm4ai_schaffer2025_table5
ADAM15,C9orf78,Q13444,Q9NZ63,C5305,0.232,0.986111111111111,False,False,0.5900552486187846,False,False,False,not_supported,cm4ai_schaffer2025_table5
QARS1,SDCBP,P47897,O00560,C5290,0.232,0.986111111111111,False,False,0.5900552486187846,False,False,False,not_supported,cm4ai_schaffer2025_table5
IQSEC1,NPR1,Q6DN90,P16066,C5336,0.232,0.9812734082397,False,False,0.5900552486187846,False,False,False,not_supported,cm4ai_schaffer2025_table5
CRIPTO,GLIPR1L2,P13385,Q4G1C9,C5304,0.232,0.986111111111111,False,False,0.5900552486187846,False,False,False,not_supported,cm4ai_schaffer2025_table5
EXOC8,MAOA,Q8IYI6,P21397,C5358,0.232,0.986111111111111,False,False,0.5900552486187846,False,False,False,not_supported,cm4ai_schaffer2025_table5
GPN3,POLR1D,Q9UHW5,P0DPB5,C5287,0.232,0.986111111111111,False,False,0.5900552486187846,False,False,False,not_supported,cm4ai_schaffer2025_table5
NDN,NFKB1,Q99608,P19838,C5356,0.232,0.9812734082397,False,False,0.5900552486187846,False,False,False,not_supported,cm4ai_schaffer2025_table5
COA7,PDK2,Q96BR5,Q15119,C5302,0.232,0.986111111111111,False,False,0.5900552486187846,False,False,False,not_supported,cm4ai_schaffer2025_table5
COMMD1,NUP88,Q8N668,Q99567,C5298,0.232,0.986111111111111,False,False,0.5900552486187846,False,False,False,not_supported,cm4ai_schaffer2025_table5
NUDC,TUBGCP5,Q9Y266,Q96RT8,C5321,0.232,0.986111111111111,False,False,0.5900552486187846,False,False,False,not_supported,cm4ai_schaffer2025_table5
COIL,TXNL4A,P38432,P83876,C5285,0.232,0.9812734082397,False,False,0.5900552486187846,False,False,False,not_supported,cm4ai_schaffer2025_table5
